file_path,result,line_number,label
securibench/Sanitizers4,UNKNOWN,0,UNK
securibench/Basic37,UNKNOWN,0,UNK
securibench/Datastructures4,UNKNOWN,0,UNK
securibench/Pred2,UNKNOWN,0,UNK
securibench/Aliasing5,UNKNOWN,0,UNK
securibench/Factories2,UNKNOWN,0,UNK
securibench/Inter4,UNKNOWN,0,UNK
securibench/Basic6,UNKNOWN,0,UNK
securibench/Basic32,UNKNOWN,0,UNK
securibench/Inter8,UNKNOWN,0,UNK
securibench/Arrays2,UNKNOWN,0,UNK
securibench/Basic12,UNKNOWN,0,UNK
securibench/Collections7,UNKNOWN,0,UNK
securibench/Factories3,UNKNOWN,0,UNK
